Q(1/nm) Inuc(Q)(1/cm) Std.Dev.Inuc(Q)(1/cm) sigmaQ(1/A) Inuc+mag(Q)(1/cm) Std.Dev.Inuc+mag(Q)(1/cm)
1.050600e-01	5.509005e+00	6.372520e-01	1.690000e-03	8.245128e+00	6.753980e-01
1.113600e-01	4.343840e+00	5.330550e-01	1.750000e-03	7.021886e+00	5.643530e-01
1.180500e-01	4.022142e+00	3.562900e-01	1.815000e-03	4.727791e+00	3.490510e-01
1.251300e-01	3.502871e+00	3.066000e-01	1.885000e-03	4.354741e+00	2.753570e-01
1.326400e-01	2.625633e+00	2.215920e-01	1.961000e-03	3.256560e+00	2.070450e-01
1.405900e-01	2.221818e+00	2.024350e-01	2.043000e-03	2.485254e+00	1.703940e-01
1.490300e-01	1.762504e+00	1.524580e-01	2.130000e-03	2.566808e+00	1.473130e-01
1.579700e-01	1.454296e+00	1.331880e-01	2.226000e-03	2.550806e+00	1.279980e-01
1.674500e-01	1.187495e+00	1.086740e-01	2.324000e-03	2.418869e+00	1.109420e-01
1.775000e-01	1.175524e+00	1.010560e-01	2.430000e-03	2.077919e+00	9.143000e-02
1.881500e-01	6.333810e-01	7.248100e-02	2.540000e-03	2.113296e+00	8.561000e-02
1.994400e-01	5.992940e-01	6.647000e-02	2.659000e-03	1.916915e+00	7.260400e-02
2.114000e-01	5.604990e-01	5.679500e-02	2.779000e-03	1.854478e+00	6.630100e-02
2.240900e-01	4.614130e-01	4.804300e-02	2.905000e-03	1.791347e+00	6.166600e-02
2.375300e-01	4.370530e-01	3.981600e-02	2.938000e-03	1.722321e+00	5.772500e-02
2.517800e-01	3.724730e-01	3.519500e-02	2.939000e-03	1.603079e+00	5.029900e-02
2.668900e-01	3.403250e-01	3.050700e-02	2.939000e-03	1.651116e+00	5.100800e-02
2.829000e-01	3.160560e-01	2.606600e-02	2.940000e-03	1.687290e+00	4.724000e-02
2.998800e-01	2.545840e-01	2.163900e-02	2.940000e-03	1.517489e+00	4.379700e-02
3.178700e-01	2.605160e-01	1.965400e-02	2.941000e-03	1.519354e+00	3.909500e-02
3.369400e-01	2.200320e-01	1.834800e-02	2.942000e-03	1.441054e+00	3.543100e-02
3.571600e-01	2.123490e-01	1.651000e-02	2.942000e-03	1.360714e+00	3.242600e-02
3.785900e-01	2.267490e-01	1.543300e-02	2.943000e-03	1.314128e+00	2.960500e-02
4.013000e-01	1.825090e-01	1.348700e-02	2.944000e-03	1.222465e+00	2.609700e-02
4.253800e-01	1.541310e-01	1.203400e-02	2.945000e-03	1.231766e+00	2.501400e-02
4.509000e-01	1.605710e-01	1.123300e-02	2.946000e-03	1.144058e+00	2.204900e-02
4.779600e-01	1.346770e-01	9.682000e-03	2.948000e-03	1.089005e+00	2.002700e-02
5.066400e-01	1.131420e-01	8.937000e-03	2.949000e-03	1.012912e+00	1.795000e-02
5.370300e-01	9.902400e-02	8.289000e-03	2.951000e-03	9.514710e-01	1.662500e-02
5.692600e-01	9.746900e-02	7.644000e-03	2.953000e-03	8.638150e-01	1.481400e-02
6.034100e-01	9.462200e-02	7.070000e-03	2.955000e-03	7.817450e-01	1.344100e-02
6.396200e-01	9.939100e-02	6.590000e-03	2.958000e-03	7.132050e-01	1.222400e-02
6.779900e-01	7.751100e-02	5.901000e-03	2.960000e-03	5.895670e-01	1.056700e-02
7.186700e-01	6.243800e-02	5.506000e-03	2.963000e-03	5.468630e-01	9.648000e-03
7.617900e-01	5.581700e-02	5.011000e-03	2.967000e-03	4.640470e-01	8.634000e-03
8.075000e-01	4.655800e-02	4.616000e-03	2.971000e-03	3.840910e-01	7.632000e-03
8.559500e-01	4.567300e-02	4.294000e-03	2.975000e-03	3.191320e-01	6.656000e-03
9.073100e-01	3.427800e-02	3.884000e-03	2.980000e-03	2.683980e-01	5.890000e-03
9.617500e-01	2.596800e-02	3.624000e-03	2.985000e-03	2.052180e-01	5.180000e-03
1.019450e+00	2.069600e-02	3.312000e-03	2.991000e-03	1.535130e-01	4.707000e-03
1.080620e+00	1.240100e-02	2.995000e-03	2.998000e-03	1.245340e-01	4.116000e-03
1.145450e+00	1.464100e-02	2.858000e-03	3.006000e-03	9.239400e-02	3.643000e-03
1.214180e+00	9.126000e-03	2.614000e-03	3.014000e-03	6.195500e-02	3.199000e-03
1.287030e+00	1.018500e-02	2.476000e-03	3.024000e-03	4.085100e-02	2.843000e-03
1.364250e+00	3.775000e-03	2.270000e-03	3.035000e-03	3.133500e-02	2.580000e-03
1.446110e+00	7.495000e-03	2.132000e-03	3.047000e-03	2.244000e-02	2.341000e-03
1.532880e+00	8.414000e-03	2.223000e-03	3.060000e-03	1.669300e-02	2.221000e-03
